Date,Away Team,Away Score,Home Team,Home Score,Location
11/09/1898,Bucknell,6,Maryland A.C.,5,
11/09/1898,Trinity (Connecticut),0,Wesleyan,30,
11/12/1898,Amherst,16,Williams,5,
11/12/1898,Beloit,0,Dixon,0,
11/12/1898,Bowdoin,17,Colby,0,
11/12/1898,Brown,6,Harvard,17,
11/12/1898,Bucknell,11,Franklin & Marshall,11,
11/12/1898,Carlisle,5,Pennsylvania,35,
11/12/1898,Dartmouth,5,Chicago A.C.,17,
11/12/1898,Illinois,5,Michigan,12,"@ Detroit, MI"
11/12/1898,Indiana,0,Purdue,14,
11/12/1898,Lafayette,0,Cornell,47,
11/12/1898,Lebanon Valley,0,Dickinson,56,
11/12/1898,Lehigh,5,Navy,6,
11/12/1898,New Hampshire,0,M.I.T.,22,
11/12/1898,Northwestern,6,Minnesota,17,
11/12/1898,Rutgers,0,Wesleyan,59,
11/12/1898,Tufts,0,Exeter,10,
11/12/1898,Wisconsin,0,Chicago,6,
11/12/1898,Yale,0,Princeton,6,
11/16/1898,Gettysburg,0,Dickinson,44,
11/19/1898,Amherst,10,M.I.T.,6,
11/19/1898,Armour,0,Northwestern,0,
11/19/1898,Beloit,0,Michigan,22,
11/19/1898,Bowdoin,28,Campello,0,
11/19/1898,Bucknell,0,Lafayette,6,
11/19/1898,Carlisle,11,Illinois,0,"@ Chicago, IL"
11/19/1898,Dartmouth,0,Brown,12,
11/19/1898,Franklin & Marshall,10,Ursinus,10,
11/19/1898,Harvard,17,Yale,0,
11/19/1898,Maryland A.C.,0,Lehigh,5,
11/19/1898,Navy,6,Virginia,0,
11/19/1898,Penn State,11,Washington & Jefferson,6,
11/19/1898,Trinity (Connecticut),0,Syracuse,0,
11/19/1898,Tufts,0,Andover,5,
11/19/1898,Wisconsin-Whitewater,0,Wisconsin,22,
11/24/1898,Beloit,0,Knox,18,
11/24/1898,Bowdoin,12,Exeter,5,
11/24/1898,Bucknell,5,Buffalo,36,
11/24/1898,Cornell,6,Pennsylvania,12,
11/24/1898,Dartmouth,12,Cincinnati,17,
11/24/1898,Dickinson,0,Penn State,34,"@ Williamsport, PA"
11/24/1898,Franklin & Marshall,11,Haverford,0,
11/24/1898,Lehigh,5,Lafayette,11,
11/24/1898,M.I.T.,8,Tufts,6,
11/24/1898,Michigan,12,Chicago,11,
11/24/1898,Minnesota,10,Illinois,11,
11/24/1898,Oberlin,10,Purdue,0,
11/24/1898,Trinity (Connecticut),0,Williams,24,
11/24/1898,Virginia Military Institut,5,Navy,21,
11/24/1898,Wisconsin,47,Northwestern,0,
12/03/1898,Bowdoin,0,Portland A.C.,0,
12/03/1898,Dartmouth,6,Carlisle,17,
09/09/1899,Englewood High,0,Chicago,2,
09/16/1899,Hyde Park High,0,Chicago,12,
09/16/1899,Iowa State,23,Panora,0,
09/16/1899,West Division High,0,Chicago,39,
09/20/1899,Englewood High,0,Chicago,45,
09/20/1899,Lebanon Valley,0,Dickinson,36,
09/21/1899,Northwestern Dental,0,Northwestern,24,
09/22/1899,Beloit,16,Wisconsin-Whitewater,0,"@ Elkhorn, WI"
09/23/1899,Amherst,20,Williston,0,
09/23/1899,Carlisle,21,Gettysburg,0,
09/23/1899,Cornell,42,Colgate,0,"@ Richfield Springs, NY"
09/23/1899,Englewood High,0,Northwestern,29,
09/23/1899,Knox,0,Chicago,40,
09/23/1899,Lake View High,5,Lake Forest,11,
09/23/1899,Mansfield,0,Penn State,38,
09/23/1899,Massachusetts,0,Holy Cross,11,
09/23/1899,Minneapolis Central High,0,Minnesota,20,
09/23/1899,Northern Iowa,0,Iowa,22,
09/23/1899,Troy Laureates,0,Williams,10,
09/23/1899,Walton,6,Columbia,30,
09/23/1899,Wyoming Seminary,0,Bucknell,22,
09/27/1899,Englewood High,5,Notre Dame,29,
09/27/1899,Franklin & Marshall,0,Pennsylvania,48,
09/27/1899,Syracuse,0,Cornell,17,
09/27/1899,Williams,10,Andover,0,
09/30/1899,Amherst,0,Yale,23,
09/30/1899,Brown,19,Holy Cross,0,
09/30/1899,Bucknell,22,Williamsport,5,
09/30/1899,Carlisle,56,Susquehanna,0,
09/30/1899,Columbia,26,Rutgers,0,
09/30/1899,Dickinson,11,Maryland-Baltimore,0,
09/30/1899,Exeter,5,Dartmouth,16,
09/30/1899,Gettysburg,0,Penn State,40,
09/30/1899,Hamilton,0,Cornell,12,
09/30/1899,Hillsdale,0,Michigan,11,
09/30/1899,Illinois Wesleyan,0,Illinois,6,
09/30/1899,Iowa State,32,Cornell (Iowa),0,
09/30/1899,Iowa Wesleyan,0,Knox,11,
09/30/1899,Lake Forest,0,Wisconsin,45,
09/30/1899,Lehigh,0,Pennsylvania,20,
09/30/1899,Macalester,0,Minnesota,29,
09/30/1899,Maine,0,Bowdoin,14,
09/30/1899,Michigan State,0,Notre Dame,40,
09/30/1899,Northwestern Alumni,18,Northwestern,0,
09/30/1899,Physicians & Surgeons,0,Chicago,12,
09/30/1899,Princeton,28,Maryland A.C.,0,
09/30/1899,Purdue Alumni,5,Purdue,10,
09/30/1899,Ursinus,0,Lafayette,34,
09/30/1899,Wesleyan,27,Massachusetts,0,
09/30/1899,Western (Iowa),0,Grinnell,40,
09/30/1899,Williams,0,Harvard,29,
09/30/1899,Wisconsin-Whitewater,0,Beloit,59,
10/02/1899,Tufts,0,Army,22,
10/04/1899,Bowdoin,0,Harvard,13,
10/04/1899,Bucknell,10,Pennsylvania,47,
10/04/1899,Northwestern,24,Lake Forest Academy,5,
10/04/1899,Notre Dame,6,Chicago,23,
10/04/1899,Trinity (Connecticut),0,Yale,46,
10/04/1899,Tufts,0,Brown,6,
10/04/1899,Villanova,0,Lafayette,13,
10/04/1899,Williams,38,Amherst,0,
10/06/1899,Beloit,0,Wisconsin,36,"@ Milwaukee, WI"
10/06/1899,Nebraska,0,Iowa State,33,
10/07/1899,Albion,0,Michigan,26,
10/07/1899,Bates,0,Yale,28,
10/07/1899,Bowdoin,0,Dartmouth,37,
10/07/1899,Columbia,21,Union (New York),0,
10/07/1899,Dean Academy,0,Tufts,23,
10/07/1899,Dickinson,0,Haverford,0,
10/07/1899,Earlham,5,Purdue,30,
10/07/1899,Illinois,5,Knox,0,
10/07/1899,Iowa,5,Chicago,5,
10/07/1899,Lafayette,16,Swarthmore,6,
10/07/1899,Lake Forest Alumni,0,Lake Forest,0,
10/07/1899,Penn State,6,Army,0,
10/07/1899,Pennsylvania,6,Brown,6,
10/07/1899,Princeton,5,Navy,0,
10/07/1899,Rose-Hulman,0,Indiana,16,
10/07/1899,Rush Medical,6,Northwestern,0,
10/07/1899,Rutgers,0,Lehigh,10,
10/07/1899,Shamokin,0,Bucknell,40,
10/07/1899,Shattuck,0,Minnesota,40,
10/07/1899,Springfield,0,Massachusetts,17,
10/07/1899,Syracuse,6,Syracuse A.C.,0,neutral
10/07/1899,Trinity (Connecticut),0,Holy Cross,39,
10/07/1899,Wesleyan,0,Harvard,20,
10/07/1899,William Penn,5,Grinnell,23,
10/07/1899,Williams,0,Cornell,12,
10/11/1899,Amherst,0,Harvard,41,
10/11/1899,Dixon,0,Chicago,29,
10/11/1899,Iowa State,18,Simpson,0,
10/11/1899,Lafayette,0,Princeton,12,
10/11/1899,Trinity (Connecticut),0,Williams,12,
10/11/1899,Virginia,6,Pennsylvania,33,
10/11/1899,Western Reserve,0,Michigan,17,
10/13/1899,Washington & Jefferson,0,Penn State,0,
10/14/1899,Boston College,24,M.I.T.,0,
10/14/1899,Bowdoin,0,Tufts,6,
10/14/1899,Bucknell,5,Lehigh,0,
10/14/1899,Campello,0,Brown,25,
10/14/1899,Carleton,5,Minnesota,35,
10/14/1899,Carlisle,16,Pennsylvania,5,
10/14/1899,Cornell,6,Chicago,17,
10/14/1899,Dickinson,51,Franklin & Marshall,0,
10/14/1899,Georgetown,0,Navy,12,
10/14/1899,Grinnell,5,Knox,6,
10/14/1899,Harvard,18,Army,0,
10/14/1899,Indiana,5,Illinois,0,
10/14/1899,Iowa State,11,South Dakota,6,"@ Sioux City, IA"
10/14/1899,Lake Forest,0,Notre Dame,38,
10/14/1899,Massachusetts,12,Pittsfield A.C.,0,
10/14/1899,New York University,5,Syracuse,10,
10/14/1899,Northwestern,0,Wisconsin,38,
10/14/1899,Princeton,11,Columbia,0,
10/14/1899,Purdue,0,Oberlin,12,
10/14/1899,Rutgers,0,Lafayette,57,
10/14/1899,William Penn,0,Iowa,35,
10/14/1899,Williams,12,Union (New York),5,
10/14/1899,Worcester Tech,0,Holy Cross,23,
10/14/1899,Yale,12,Dartmouth,0,"@ Newton, MA"
10/18/1899,Bates,0,Harvard,29,
10/18/1899,Holy Cross,5,Williams,23,
10/18/1899,New York University,0,Columbia,40,
10/18/1899,Notre Dame,0,Michigan,12,
10/18/1899,Penn State,0,Princeton,12,
10/18/1899,Trinity (Connecticut),0,Amherst,0,
10/18/1899,Wesleyan,6,Pennsylvania,17,
10/21/1899,Amherst,0,Columbia,18,
10/21/1899,Brown,0,Harvard,11,
10/21/1899,Bucknell,0,Duquesne A.C.,35,
10/21/1899,Dickinson,7,Carlisle,16,"@ Carlisle, PA"
10/21/1899,Holy Cross,12,Fitchburg YMCA,0,
10/21/1899,Iowa State,0,Minnesota,6,
10/21/1899,Lafayette,6,Pennsylvania,0,
10/21/1899,Lehigh,0,Cornell,6,
10/21/1899,M.I.T.,6,Wesleyan,44,
10/21/1899,Massachusetts,5,Trinity (Connecticut),16,
10/21/1899,Northwestern,0,Beloit,11,
10/21/1899,Oberlin,0,Chicago,58,
10/21/1899,Penn State,0,Navy,6,
10/21/1899,Princeton,23,Army,0,
10/21/1899,Rush Medical,0,Iowa,17,
10/21/1899,Simpson,0,Grinnell,5,
10/21/1899,South Side Academy,5,Lake Forest,11,
10/21/1899,Tufts,17,Bowdoin,5,
10/21/1899,Williams,12,Dartmouth,10,
10/21/1899,Wisconsin,0,Yale,6,
10/23/1899,Indiana,0,Notre Dame,17,
10/25/1899,Lake Forest,0,Northwestern,16,
10/28/1899,Andover,10,Tufts,0,
10/28/1899,Beloit,11,Lawrence,0,
10/28/1899,Carlisle,10,Harvard,22,
10/28/1899,Dartmouth,2,Army,6,
10/28/1899,DePauw,0,Purdue,40,
10/28/1899,Dickinson,0,Penn State,15,
10/28/1899,Eureka,0,Knox,35,
10/28/1899,Grinnell,5,Minnesota,5,
10/28/1899,Holy Cross,0,Wesleyan,16,
10/28/1899,Indiana,20,Vanderbilt,0,
10/28/1899,Iowa State,0,Iowa,5,
10/28/1899,Lafayette,5,Navy,0,
10/28/1899,Lehigh,0,Princeton,17,
10/28/1899,M.I.T.,5,Amherst,12,
10/28/1899,Massachusetts,11,Vermont,6,
10/28/1899,Michigan,5,Illinois,0,
10/28/1899,New York University,0,Trinity (Connecticut),28,
10/28/1899,Newton A.C.,0,Brown,35,
10/28/1899,Northwestern,0,Notre Dame,12,
10/28/1899,Pennsylvania,5,Chicago,5,
10/28/1899,Rush Medical,0,Wisconsin,17,
10/28/1899,Susquehanna,0,Bucknell,45,
10/28/1899,Williams,6,Syracuse,0,
10/28/1899,Yale,0,Columbia,5,
11/01/1899,Columbia,46,Stevens,0,
11/01/1899,New York University,0,Lehigh,50,
11/01/1899,Princeton,0,Cornell,5,
11/01/1899,Waukegan High,0,Lake Forest,17,
11/04/1899,Amherst,0,Massachusetts,6,
11/04/1899,Bowdoin,16,Bates,6,
11/04/1899,Brown,6,Princeton,18,
11/04/1899,Bucknell,5,Penn State,0,"@ Williamsport, PA"
11/04/1899,Buffalo,16,Syracuse,0,
11/04/1899,Cincinnati,0,Indiana,35,
11/04/1899,Dartmouth,0,Wesleyan,11,
11/04/1899,Exeter,34,Tufts,0,
11/04/1899,Grinnell,15,Iowa State,0,"@ Des Moines, IA"
11/04/1899,Hamilton,0,Carlisle,32,
11/04/1899,Harvard,16,Pennsylvania,0,
11/04/1899,Haverford,6,Trinity (Connecticut),11,
11/04/1899,Iowa,30,Nebraska,0,"@ Omaha, NE"
11/04/1899,Knox,5,Washington (Missouri),6,
11/04/1899,Lake Forest,0,Beloit,28,
11/04/1899,Lehigh,0,Lafayette,17,
11/04/1899,North Carolina,0,Navy,12,
11/04/1899,Northwestern,11,Minnesota,5,
11/04/1899,Purdue,0,Chicago,44,
11/04/1899,Rush Medical,0,Notre Dame,17,
11/04/1899,Swarthmore,6,Dickinson,5,
11/04/1899,Virginia,0,Michigan,38,"@ Detroit, MI"
11/04/1899,Williams,6,Troy Laureates,11,
11/04/1899,Wisconsin Alumni,5,Wisconsin,17,
11/04/1899,Yale,24,Army,0,
11/06/1899,Illinois Alumni,0,Illinois,0,
11/07/1899,Cornell,29,Columbia,0,
11/07/1899,Lafayette,16,Newark A.C.,0,
11/08/1899,Minnesota Alumni,5,Minnesota,6,
11/08/1899,Mount St. Mary's,0,Dickinson,41,
11/08/1899,North Carolina,0,Princeton,30,
11/11/1899,Amherst,11,Bowdoin,6,
11/11/1899,Beloit,5,Minnesota,5,
11/11/1899,Columbia,16,Army,0,
11/11/1899,Connecticut,6,Massachusetts,34,
11/11/1899,Dartmouth,0,Harvard,11,
11/11/1899,DePauw,0,Indiana,34,
11/11/1899,Dickinson,5,Gettysburg,11,
11/11/1899,Grinnell,0,Iowa,16,
11/11/1899,Illinois,0,Wisconsin,23,"@ Milwaukee, WI"
11/11/1899,Iowa State,0,Northern Iowa,0,
11/11/1899,Knox,34,Eureka,0,
11/11/1899,Lafayette,6,Cornell,5,
11/11/1899,Lake Forest,6,Kalamazoo,21,
11/11/1899,M.I.T.,0,Brown,38,
11/11/1899,Medford A.C.,0,Tufts,12,
11/11/1899,Michigan,10,Pennsylvania,11,
11/11/1899,Newark A.C.,10,Lehigh,0,
11/11/1899,Northwestern,0,Chicago,76,
11/11/1899,Penn State,0,Yale,42,
11/11/1899,Princeton,12,Carlisle,0,
11/11/1899,Syracuse,23,Rochester,0,
11/11/1899,Trinity (Connecticut),0,Navy,35,
11/11/1899,Union (New York),0,Wesleyan,41,
11/15/1899,Dickinson,5,Georgetown,0,
11/17/1899,Penn State,0,Pennsylvania,47,
11/18/1899,Amherst,0,Wesleyan,40,
11/18/1899,Beloit,0,Chicago,35,
11/18/1899,Boston College,0,Brown,18,
11/18/1899,Bowdoin,0,Colby,6,
11/18/1899,Case,6,Michigan,28,
11/18/1899,Dartmouth,0,Columbia,22,
11/18/1899,Grinnell,6,Iowa State,0,
11/18/1899,Indiana,6,Northwestern,11,
11/18/1899,Iowa,35,Knox,0,
11/18/1899,Lafayette,12,Bucknell,0,neutral
11/18/1899,Lake Forest,0,Rush Medical,38,
11/18/1899,Lehigh,0,Navy,24,
11/18/1899,Massachusetts,17,Williston,0,
11/18/1899,Notre Dame,10,Purdue,10,
11/18/1899,Rensselaer,10,Williams,26,
11/18/1899,Syracuse,6,Army,12,
11/18/1899,Trinity (Connecticut),6,Hamilton,18,
11/18/1899,Tufts,6,Holy Cross,0,
11/18/1899,Washington & Jefferson,0,Princeton,6,
11/18/1899,Wisconsin,19,Minnesota,0,
11/18/1899,Yale,0,Harvard,0,
11/22/1899,Purdue,5,Illinois,0,
11/22/1899,Syracuse,18,Dickinson,7,
11/25/1899,Bennett Medical,0,Lake Forest,0,
11/25/1899,Dartmouth,5,Brown,16,
11/25/1899,Dickinson,16,Susquehanna,6,
11/25/1899,Drake,6,Grinnell,18,
11/25/1899,Illinois,29,St. Louis,0,
11/25/1899,Kalamazoo,9,Michigan,24,
11/25/1899,Lafayette,35,Lehigh,0,
11/25/1899,Lawrence,0,Wisconsin,58,
11/25/1899,M.I.T.,0,Tufts,29,
11/25/1899,Minnesota,0,Chicago,29,
11/25/1899,Oberlin,0,Carlisle,81,
11/25/1899,Penn State,5,Duquesne A.C.,64,"@ Pittsburgh, PA"
11/25/1899,Princeton,11,Yale,10,
11/25/1899,Purdue,0,Northwestern,29,
11/25/1899,Springfield,0,Massachusetts,34,
11/25/1899,Vermont,0,Holy Cross,45,
11/25/1899,Wesleyan,11,Williams,5,
11/25/1899,Worcester Tech,5,Amherst,24,
11/30/1899,Beloit,6,Knox,6,
11/30/1899,Brown,6,Chicago,17,
11/30/1899,Bucknell,0,Buffalo,30,
11/30/1899,Carlisle,45,Columbia,0,
11/30/1899,Cornell,0,Pennsylvania,29,
11/30/1899,Dickinson,0,Lafayette,36,
11/30/1899,Grinnell,12,Nebraska,0,"@ Omaha, NE"
11/30/1899,Holy Cross,0,Boston College,17,
11/30/1899,Illinois,0,Iowa,58,"@ Rock Island, IL"
11/30/1899,Indiana,17,Purdue,5,
11/30/1899,Lake Forest,21,Pontiac A.C.,6,
11/30/1899,Michigan,5,Wisconsin,17,"@ Chicago, IL"
11/30/1899,Physicians & Surgeons,5,Notre Dame,0,
11/30/1899,Tufts,10,M.I.T.,6,
11/30/1899,Wesleyan,11,Amherst,5,
12/02/1899,Army,17,Navy,5,"@ Philadelphia, PA"
12/02/1899,Lehigh,0,Virginia,10,"@ Richmond, VA"
12/09/1899,Chicago,17,Wisconsin,0,
12/25/1899,Carlisle,2,California,0,"@ San Francisco, CA"
12/27/1899,Carlisle,104,Phoenix Indians,0,
9/15/1900,Englewood High,0,Chicago,18,
9/15/1900,Hyde Park High,0,Chicago,5,
9/22/1900,Beloit,23,Wisconsin-Whitewater,0,"@ Elkhorn, WI"
9/22/1900,Carthage,0,Knox,34,
9/22/1900,Colgate,0,Cornell,16,
9/22/1900,Cortland State,0,Syracuse,35,
9/22/1900,Lebanon Valley,0,Carlisle,34,
9/22/1900,Lombard,0,Chicago,24,
9/22/1900,Massachusetts,0,Holy Cross,6,
9/22/1900,Minneapolis Central High,0,Minnesota,0,
9/22/1900,North Central,0,Northwestern,26,
9/23/1900,Susquehanna,0,Penn State,17,
9/26/1900,Dickinson,0,Carlisle,21,"@ Carlisle, PA"
9/26/1900,Monmouth,0,Chicago,29,
9/26/1900,North Division High,6,Northwestern,18,
9/26/1900,St. Paul Central High,0,Minnesota,26,
9/28/1900,Upper Iowa,0,Iowa,57,
9/29/1900,Colby,0,Brown,27,
9/29/1900,Drake,29,Des Moines Baptist,0,
9/29/1900,Goshen,0,Notre Dame,55,
9/29/1900,Grinnell Alumni,0,Grinnell,5,
9/29/1900,Hillsdale,0,Michigan,29,
9/29/1900,Illinois Wesleyan,0,Purdue,39,
9/29/1900,Indiana Alumni,0,Indiana,0,
9/29/1900,Iowa State,16,William Penn,0,
9/29/1900,Knox,0,Chicago,16,
9/29/1900,Lehigh,6,Pennsylvania,27,
9/29/1900,Lincoln High,0,Nebraska,17,
9/29/1900,Macalester,0,Minnesota,66,
9/29/1900,Physicians & Surgeons,6,Northwestern,0,
9/29/1900,Ripon,0,Wisconsin,50,
9/29/1900,Rose-Hulman,0,Illinois,26,
9/29/1900,Sacred Heart (Wisconsin),0,Beloit,48,
9/29/1900,Stevens,0,Princeton,40,
9/29/1900,Susquehanna,0,Carlisle,46,
9/29/1900,Syracuse,0,Cornell,6,
9/29/1900,Trinity (Connecticut),0,Yale,22,
9/29/1900,Troy Laureates,0,Williams,10,
9/29/1900,Tufts,0,Army,5,
9/29/1900,Wesleyan,0,Harvard,24,
9/29/1900,Williston,0,Amherst,23,
9/29/1900,Worcester Academy,0,Massachusetts,12,
9/29/1900,Worcester Tech,0,Holy Cross,5,
9/29/1900,Wyoming Seminary,0,Bucknell,36,
9/30/1900,Penn State,12,Pittsburgh,0,"@ Bellefonte, PA"
10/3/1900,Amherst,0,Yale,27,
10/3/1900,Carleton,0,Minnesota,44,
10/3/1900,Columbia,11,Rutgers,0,
10/3/1900,DePauw,0,Illinois,63,
10/3/1900,Dixon,5,Chicago,23,
10/3/1900,Franklin & Marshall,0,Pennsylvania,47,
10/3/1900,Holy Cross,0,Brown,18,
10/3/1900,Rochester,0,Cornell,6,
10/3/1900,Ursinus,0,Lafayette,34,
10/3/1900,Williams,0,Harvard,12,
10/5/1900,Ripon,0,Beloit,78,
10/6/1900,Amherst,39,Worcester Tech,0,
10/6/1900,Bowdoin,0,Harvard,12,
10/6/1900,Bucknell,0,Cornell,6,
10/6/1900,Dickinson,12,Swarthmore,0,
10/6/1900,Earlham,0,Indiana,18,
10/6/1900,Englewood High,0,Notre Dame,68,
10/6/1900,Exeter,0,Dartmouth,10,
10/6/1900,Gettysburg,0,Carlisle,45,
10/6/1900,Grinnell,0,Drake,6,
10/6/1900,Haverford,0,Pennsylvania,38,
10/6/1900,Illinois Wesleyan,0,Illinois,21,
10/6/1900,Iowa State,0,Minnesota,27,
10/6/1900,Kalamazoo,0,Michigan,11,
10/6/1900,Lehigh,5,Princeton,12,
10/6/1900,M.I.T.,0,Brown,22,
10/6/1900,Maryland-Baltimore,0,Navy,6,
10/6/1900,Nebraska Alumni,0,Nebraska,0,
10/6/1900,Northern Iowa,0,Iowa,68,
10/6/1900,Norwich,0,Massachusetts,50,
10/6/1900,Penn State,0,Army,0,
10/6/1900,Physicians & Surgeons,0,Wisconsin,5,
10/6/1900,Purdue,5,Chicago,17,
10/6/1900,Rensselaer,0,Williams,12,
10/6/1900,Rush Medical,0,Northwestern,6,
10/6/1900,St. Lawrence,0,Syracuse,70,
10/6/1900,Susquehanna,0,Lafayette,35,
10/6/1900,Tufts,0,Yale,30,
10/6/1900,Wesleyan,0,Columbia,12,
10/9/1900,Rush Medical,0,Chicago,40,
10/10/1900,Amherst,0,Harvard,18,
10/10/1900,Bates,0,Yale,50,
10/10/1900,Colby,0,Bowdoin,68,
10/10/1900,Dickinson,0,Pennsylvania,35,
10/10/1900,Manhattan,0,Lafayette,11,
10/10/1900,Penn State,0,Princeton,26,
10/10/1900,Physicians & Surgeons,0,Illinois,6,
10/10/1900,Williams,0,Columbia,0,
10/12/1900,Princeton,11,Johns Hopkins,0,
10/12/1900,Simpson,0,Iowa,47,
10/13/1900,Beloit,0,Wisconsin,11,"@ Milwaukee, WI"
10/13/1900,Brown,0,Pennsylvania,12,
10/13/1900,Bucknell,6,Lehigh,12,
10/13/1900,Carlisle,17,Virginia,2,"@ Washington, DC"
10/13/1900,Case,6,Michigan,24,
10/13/1900,Chicago,6,Minnesota,6,
10/13/1900,Columbia,0,Harvard,24,
10/13/1900,Cornell (Iowa),0,Grinnell,6,
10/13/1900,DePauw,5,Purdue,28,
10/13/1900,Holy Cross,0,Andover,0,
10/13/1900,Indiana,0,Northwestern,12,
10/13/1900,Iowa State,0,Nebraska,30,
10/13/1900,Knox,0,Illinois,16,
10/13/1900,Massachusetts,0,Wesleyan,17,
10/13/1900,New York University,0,Syracuse,12,
10/13/1900,Northern Iowa,0,Drake,50,
10/13/1900,Princeton,5,Navy,0,
10/13/1900,S.B. Howard Park,0,Notre Dame,64,
10/13/1900,Swarthmore,2,Lafayette,34,
10/13/1900,Trinity (Connecticut),0,Army,28,
10/13/1900,Tufts,0,Bowdoin,5,
10/13/1900,Washington & Jefferson,5,Cornell,16,
10/13/1900,Williams,5,Union (New York),0,
10/13/1900,Yale,17,Dartmouth,0,"@ Newton, MA"
10/16/1900,Lombard,0,Illinois,35,
10/17/1900,Amherst,18,M.I.T.,0,
10/17/1900,Bates,0,Harvard,41,
10/17/1900,Bowdoin,0,Yale,30,
10/17/1900,La Salle,0,Army,11,
10/17/1900,Lake Forest Academy,0,Northwestern,23,
10/17/1900,Penn State,5,Pennsylvania,17,
10/17/1900,Stevens,0,Columbia,45,
10/17/1900,Syracuse,0,Princeton,43,
10/20/1900,Amherst,0,Syracuse,5,
10/20/1900,Brown,11,Chicago,6,
10/20/1900,Bucknell,0,Duquesne A.C.,29,
10/20/1900,Cincinnati,0,Notre Dame,58,
10/20/1900,Colby,5,Holy Cross,6,
10/20/1900,Columbia,0,Pennsylvania,30,
10/20/1900,Connecticut,0,Trinity (Connecticut),6,
10/20/1900,Drake,0,Nebraska,8,
10/20/1900,Georgetown,0,Navy,6,
10/20/1900,Grinnell,0,Minnesota,26,
10/20/1900,Hamilton,12,Williams,5,
10/20/1900,Harvard,29,Army,0,
10/20/1900,Illinois,0,Northwestern,0,
10/20/1900,Lawrence,0,Beloit,26,
10/20/1900,Monmouth,0,Knox,23,
10/20/1900,Penn State,0,Dickinson,18,
10/20/1900,Princeton,5,Lafayette,0,
10/20/1900,Purdue,6,Michigan,11,
10/20/1900,Rutgers,0,Lehigh,21,
10/20/1900,Tufts,0,Dartmouth,12,
10/20/1900,Union (New York),0,Cornell,11,
10/20/1900,Upper Iowa,0,Wisconsin,64,
10/20/1900,Vincennes,0,Indiana,62,
10/20/1900,Wesleyan,0,Yale,38,
10/24/1900,Lehigh,0,Navy,15,
10/24/1900,Massachusetts,0,Williams,5,
10/25/1900,Notre Dame,0,Indiana,6,
10/26/1900,Drake,0,Iowa,26,
10/27/1900,Amherst,0,Tufts,11,
10/27/1900,Beloit,6,Northwestern,6,
10/27/1900,Camp Preble,0,Bowdoin,18,
10/27/1900,Carlisle,5,Harvard,17,
10/27/1900,Chicago,0,Pennsylvania,41,
10/27/1900,Dartmouth,6,Cornell,23,
10/27/1900,Grinnell,0,Wisconsin,45,
10/27/1900,Haverford,0,Dickinson,27,
10/27/1900,Illinois Wesleyan,0,Knox,23,
10/27/1900,Iowa State,0,Simpson,0,
10/27/1900,Michigan,12,Illinois,0,"@ Chicago, IL"
10/27/1900,Nebraska,0,Kansas City Medical,0,
10/27/1900,Newark A.C.,0,Lafayette,16,
10/27/1900,North Dakota,0,Minnesota,34,
10/27/1900,Penn State,0,Duquesne A.C.,29,"@ Pittsburgh, PA"
10/27/1900,Princeton,17,Brown,5,
10/27/1900,Rose-Hulman,5,Purdue,46,
10/27/1900,Wesleyan,0,Trinity (Connecticut),5,
10/27/1900,Williams,0,Army,6,
10/27/1900,Williamsport,0,Bucknell,39,
10/27/1900,Worcester Academy,0,Holy Cross,17,
10/27/1900,Yale,12,Columbia,5,
10/29/1900,Nebraska,5,Tarkio,0,
10/31/1900,Massachusetts,0,Trinity (Connecticut),23,
11/3/1900,Beloit,6,Notre Dame,6,
11/3/1900,Bowdoin,11,Amherst,6,
11/3/1900,Bucknell,0,Penn State,6,"@ Williamsport, PA"
11/3/1900,Cornell,12,Princeton,0,
11/3/1900,Dartmouth,5,Wesleyan,16,
11/3/1900,Drake,6,Simpson,5,
11/3/1900,Gettysburg,0,Dickinson,49,
11/3/1900,Grinnell,22,Iowa State,5,
11/3/1900,Holy Cross,0,Williams,11,
11/3/1900,Indiana,0,Michigan,12,
11/3/1900,Iowa,17,Chicago,0,
11/3/1900,Knox,5,Northwestern,11,
11/3/1900,Lafayette,34,Lehigh,0,
11/3/1900,Needham,5,Brown,12,
11/3/1900,New Hampshire,0,Tufts,28,
11/3/1900,Pennsylvania,5,Harvard,17,
11/3/1900,Purdue,5,Illinois,17,
11/3/1900,Syracuse,6,Oberlin,0,
11/3/1900,Trinity (Connecticut),0,Hamilton,35,
11/3/1900,Washington & Jefferson,0,Navy,18,
11/3/1900,Wisconsin,5,Minnesota,6,
11/3/1900,Yale,18,Army,0,
11/5/1900,Nebraska,12,Missouri,0,
11/6/1900,Princeton,5,Columbia,6,
11/7/1900,Rutgers,0,Army,23,
11/7/1900,Trinity (Connecticut),0,Amherst,0,
11/9/1900,Lombard,0,Knox,29,
11/10/1900,Beloit,17,Dixon,0,
11/10/1900,Carlisle,0,Yale,35,
11/10/1900,Columbia,17,Buffalo,0,
11/10/1900,Dickinson,0,Syracuse,6,
11/10/1900,Grinnell,0,Nebraska,33,
11/10/1900,Hamilton,0,Army,11,
11/10/1900,Holy Cross,5,Wesleyan,11,
11/10/1900,Illinois,0,Minnesota,23,
11/10/1900,Iowa,28,Michigan,5,"@ Detroit, MI"
11/10/1900,Iowa State,0,Drake,16,
11/10/1900,Lafayette,5,Pennsylvania,12,
11/10/1900,Lehigh,11,Haverford,10,
